recon_key,ar_count,bank_count,key_match,amount_match,currency_match,customer_match,date_match,duplicate_ar,duplicate_bank,final_status,exception_reason,action,output.ai_likely_cause,output.ai_priority,output.ai_recommended_action,output.ai_explanation,output.ai_confidence,ai_likely_cause,ai_priority,ai_recommended_action,ai_explanation,ai_confidence
1928793476,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCEPTION,Customer discrepancy; Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1928959025,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929455108,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929099557,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation,Currency discrepancy,LOW,Verify the currency codes and exchange rates applied in both the AR record and the bank transaction. Ensure the currency fields match exactly and that any conversion rates are correctly applied.,"The transaction exists in both sources with matching amount, customer information, and other details, but the currency fields do not align. This discrepancy prevents reconciliation despite other data consistency.",HIGH,Currency discrepancy,LOW,Verify the currency codes and exchange rates applied in both the AR record and the bank transaction. Ensure the currency fields match exactly and that any conversion rates are correctly applied.,"The transaction exists in both sources with matching amount, customer information, and other details, but the currency fields do not align. This discrepancy prevents reconciliation despite other data consistency.",HIGH
1928929592,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929083229,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance.",HIGH
1928745000,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1928778447,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1928874123,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1990569700,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance.",HIGH
2960597958,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929982245,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation,Customer information mismatch between AR and bank records,LOW,"Verify customer details (e.g., account number, name, billing address) in both AR and bank systems to identify discrepancies","The transaction matches in amount, currency, and dates but fails reconciliation due to conflicting customer information. The discrepancy likely stems from inconsistent customer data entries between systems, preventing proper linkage.",HIGH,Customer information mismatch between AR and bank records,LOW,"Verify customer details (e.g., account number, name, billing address) in both AR and bank systems to identify discrepancies","The transaction matches in amount, currency, and dates but fails reconciliation due to conflicting customer information. The discrepancy likely stems from inconsistent customer data entries between systems, preventing proper linkage.",HIGH
2960538287,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation,Duplicate AR Entry,LOW,Review the AR entries for duplicates and investigate why the same transaction was posted twice.,"The transaction exists in both sources with matching amount, currency, and customer information, but the system detected it as a duplicate AR Entry, indicating the same transaction was recorded twice.",HIGH,Duplicate AR Entry,LOW,Review the AR entries for duplicates and investigate why the same transaction was posted twice.,"The transaction exists in both sources with matching amount, currency, and customer information, but the system detected it as a duplicate AR Entry, indicating the same transaction was recorded twice.",HIGH
2960591920,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1928758088,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation,The transaction was posted in AR but not yet settled in the bank due to timing differences.,LOW,"Verify if the bank hasn't settled the transaction yet, and check the settlement date against the AR posting date to confirm timing alignment.","The transaction exists in AR but is missing from the bank reconciliation. This indicates the transaction may not have been processed by the bank yet, leading to a timing discrepancy rather than a duplicate or missing-source issue.",HIGH,The transaction was posted in AR but not yet settled in the bank due to timing differences.,LOW,"Verify if the bank hasn't settled the transaction yet, and check the settlement date against the AR posting date to confirm timing alignment.","The transaction exists in AR but is missing from the bank reconciliation. This indicates the transaction may not have been processed by the bank yet, leading to a timing discrepancy rather than a duplicate or missing-source issue.",HIGH
1930191508,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation,Customer identifier mismatch or data mapping error,LOW,"Verify customer details in both AR and bank records to ensure alignment of customer identifiers, names, and account numbers.","The transaction exists in both sources with matching amount, currency, and customer information, but the customer discrepancy indicates a potential mismatch in customer identifiers or data mapping between systems.",HIGH,Customer identifier mismatch or data mapping error,LOW,"Verify customer details in both AR and bank records to ensure alignment of customer identifiers, names, and account numbers.","The transaction exists in both sources with matching amount, currency, and customer information, but the customer discrepancy indicates a potential mismatch in customer identifiers or data mapping between systems.",HIGH
1929664505,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation,Currency discrepancy,LOW,Verify the currency settings in both AR and bank systems and reconcile the transaction using the correct currency configuration.,"The transaction exists in both sources with matching amount, customer information, and other details, but the currency code differs, causing a reconciliation mismatch.",HIGH,Currency discrepancy,LOW,Verify the currency settings in both AR and bank systems and reconcile the transaction using the correct currency configuration.,"The transaction exists in both sources with matching amount, customer information, and other details, but the currency code differs, causing a reconciliation mismatch.",HIGH
1929335993,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. This date discrepancy indicates a timing difference between the AR posting and bank settlement dates.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. This date discrepancy indicates a timing difference between the AR posting and bank settlement dates.",HIGH
1929168360,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction dates do not meet the configured reconciliation tolerance, resulting in a date discrepancy despite matching amounts, currency, and customer information.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction dates do not meet the configured reconciliation tolerance, resulting in a date discrepancy despite matching amounts, currency, and customer information.",HIGH
1929714983,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation,Customer information mismatch between AR and bank records,LOW,Verify customer details in both AR and bank records to identify discrepancies.,"The transaction exists in both sources with matching amount, currency, and dates, but customer information does not align, leading to the customer discrepancy exception.",HIGH,Customer information mismatch between AR and bank records,LOW,Verify customer details in both AR and bank records to identify discrepancies.,"The transaction exists in both sources with matching amount, currency, and dates, but customer information does not align, leading to the customer discrepancy exception.",HIGH
2960606177,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930108090,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929914215,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929493231,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
2960529618,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1928653006,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation,Customer discrepancy,LOW,Verify customer information in both sources to identify and resolve the discrepancy.,"The transaction exists in both sources with matching amount, currency, and date, but the customer information does not align, leading to the exception. This could indicate a mismatch in customer details such as name, ID, or account information between the AR and bank records.",HIGH,Customer discrepancy,LOW,Verify customer information in both sources to identify and resolve the discrepancy.,"The transaction exists in both sources with matching amount, currency, and date, but the customer information does not align, leading to the exception. This could indicate a mismatch in customer details such as name, ID, or account information between the AR and bank records.",HIGH
1930559362,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930009404,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929491851,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
2960555327,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930017097,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction dates do not meet the configured reconciliation tolerance, indicating a potential timing difference between the AR posting and bank settlement dates.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction dates do not meet the configured reconciliation tolerance, indicating a potential timing difference between the AR posting and bank settlement dates.",HIGH
1929231843,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCEPTION,Customer discrepancy; Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
2960566852,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Amount discrepancy; Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1929451962,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation,Duplicate AR Entry,LOW,Review the AR entries for duplicates and reconcile the duplicate transaction by either removing the redundant entry or adjusting the posting date to match the bank settlement date.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate AR entry caused a discrepancy in the reconciliation process. The system detected two identical entries, leading to the exception.",HIGH,Duplicate AR Entry,LOW,Review the AR entries for duplicates and reconcile the duplicate transaction by either removing the redundant entry or adjusting the posting date to match the bank settlement date.,"The transaction exists in both sources with matching amount, currency, and customer information, but the duplicate AR entry caused a discrepancy in the reconciliation process. The system detected two identical entries, leading to the exception.",HIGH
1929372581,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation,Customer data mismatch in source systems,LOW,"Verify customer information (name, ID, account details) in both AR system and bank records to identify discrepancies in customer data fields.","The transaction exists once in both sources with matching amount, currency, and date fields, but the customer information does not align, leading to a customer discrepancy. This suggests inconsistent customer data entries between systems.",HIGH,Customer data mismatch in source systems,LOW,"Verify customer information (name, ID, account details) in both AR system and bank records to identify discrepancies in customer data fields.","The transaction exists once in both sources with matching amount, currency, and date fields, but the customer information does not align, leading to a customer discrepancy. This suggests inconsistent customer data entries between systems.",HIGH
2960556777,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930193656,1,0,FALSE,,,,,FALSE,FALSE,EXCEPTION,Transaction Present in AR Only,For Investigation,"The transaction was posted in the AR system but not yet settled in the bank account, leading to a timing difference in reconciliation.",LOW,Verify the AR posting date against the bank's settlement date and check if the timing difference is due to delayed settlement or posting.,"The transaction exists in the AR system but is missing from the bank reconciliation, indicating a possible delay in bank settlement or AR posting timing. The dates may not align within the configured tolerance, but the transaction is present in AR.",HIGH,"The transaction was posted in the AR system but not yet settled in the bank account, leading to a timing difference in reconciliation.",LOW,Verify the AR posting date against the bank's settlement date and check if the timing difference is due to delayed settlement or posting.,"The transaction exists in the AR system but is missing from the bank reconciliation, indicating a possible delay in bank settlement or AR posting timing. The dates may not align within the configured tolerance, but the transaction is present in AR.",HIGH
1929814610,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930072020,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,EXCEPTION,Currency discrepancy,For Investigation,Currency conversion discrepancy or mismatched currency codes between sources,LOW,"Verify currency codes in both AR records and bank statements, check if currency conversion rates were applied correctly, and confirm multi-currency transaction handling rules.","The transaction exists in both sources with matching amount, customer information, and currency fields, but the currency codes (e.g., USD vs. EUR) do not align, preventing reconciliation.",HIGH,Currency conversion discrepancy or mismatched currency codes between sources,LOW,"Verify currency codes in both AR records and bank statements, check if currency conversion rates were applied correctly, and confirm multi-currency transaction handling rules.","The transaction exists in both sources with matching amount, customer information, and currency fields, but the currency codes (e.g., USD vs. EUR) do not align, preventing reconciliation.",HIGH
1929880958,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. This date discrepancy suggests a timing difference between the AR posting and bank settlement dates.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance. This date discrepancy suggests a timing difference between the AR posting and bank settlement dates.",HIGH
1930139023,2,1,TRUE,,,,,TRUE,FALSE,EXCEPTION,Duplicate AR Entry,For Investigation,Duplicate AR Entry,LOW," Investigate the source system to identify why the duplicate AR entry was created. Check for duplicate invoice postings, system errors, or manual entry mistakes. Remove or reconcile the duplicate entry once the root cause is identified.","The transaction exists in both sources with matching amount, currency, and customer details, but the duplicate AR entry caused a reconciliation discrepancy. The dates are not the issue here, as the problem stems from the duplicate rather than a timing difference.",HIGH,Duplicate AR Entry,LOW," Investigate the source system to identify why the duplicate AR entry was created. Check for duplicate invoice postings, system errors, or manual entry mistakes. Remove or reconcile the duplicate entry once the root cause is identified.","The transaction exists in both sources with matching amount, currency, and customer details, but the duplicate AR entry caused a reconciliation discrepancy. The dates are not the issue here, as the problem stems from the duplicate rather than a timing difference.",HIGH
1928646352,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists once in both sources and the amount, currency, and customer information agree, but the transaction dates do not meet the configured reconciliation tolerance.",HIGH
1930561372,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance, indicating a date discrepancy.",HIGH,Settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction exists in both sources with matching amount, currency, and customer information, but the dates do not meet the configured reconciliation tolerance, indicating a date discrepancy.",HIGH
2960556282,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,EXCEPTION,Date discrepancy,For Investigation,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction dates do not meet the configured reconciliation tolerance, indicating a potential date discrepancy between the AR posting and bank settlement dates.",HIGH,Possible settlement or posting timing difference,LOW,Compare the AR posting date with the bank settlement date and confirm whether the timing difference is expected.,"The transaction dates do not meet the configured reconciliation tolerance, indicating a potential date discrepancy between the AR posting and bank settlement dates.",HIGH
1930476498,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,EXCEPTION,Customer discrepancy,For Investigation,Customer information mismatch between AR and bank records,LOW,"Verify customer details in both AR and bank systems to identify discrepancies in name, ID, or account information.","The transaction exists in both sources with matching amount, currency, and dates, but customer information differs, causing the discrepancy.",HIGH,Customer information mismatch between AR and bank records,LOW,"Verify customer details in both AR and bank systems to identify discrepancies in name, ID, or account information.","The transaction exists in both sources with matching amount, currency, and dates, but customer information differs, causing the discrepancy.",HIGH
1929915776,1,2,TRUE,,,,,FALSE,TRUE,EXCEPTION,Duplicate Bank Entry,For Investigation,Duplicate Bank Entry,LOW,Review the bank entries for duplicates and reconcile the duplicate transaction with the AR system to determine which entry should be retained or corrected.,"The exception arises due to a duplicate bank entry, where the same transaction exists in both the bank and AR systems. The reconciliation failure is caused by the duplicate rather than a date discrepancy, as the transaction details (amount, currency, customer) match but the system detected an inconsistency due to the duplicate entry.",HIGH,Duplicate Bank Entry,LOW,Review the bank entries for duplicates and reconcile the duplicate transaction with the AR system to determine which entry should be retained or corrected.,"The exception arises due to a duplicate bank entry, where the same transaction exists in both the bank and AR systems. The reconciliation failure is caused by the duplicate rather than a date discrepancy, as the transaction details (amount, currency, customer) match but the system detected an inconsistency due to the duplicate entry.",HIGH
